Date,kdjd_9
2013-03-31,82.4798196909
2013-04-01,83.2157973956
2013-04-02,83.8205084109
2013-04-03,85.0322892951
2013-04-04,84.1080495078
2013-04-07,77.0936401765
2013-04-08,69.5532910756
2013-04-09,61.5180213861
2013-04-10,54.0006737888
2013-04-11,47.8129318056
2013-04-14,42.1443830932
2013-04-15,42.2167203506
2013-04-16,43.4425125991
2013-04-17,46.9768030474
2013-04-18,48.5399533488
2013-04-21,52.9916854636
2013-04-22,59.5975659253
2013-04-23,66.3311092066
2013-04-24,70.8825177225
2013-04-25,71.3292248389
2013-04-28,68.6787445079
2013-04-29,66.4628995783
2013-04-30,63.58320004
2013-05-01,60.7809554285
2013-05-02,59.6904006534
2013-05-05,59.0877586372
2013-05-06,60.5961872232
2013-05-07,62.8422955779
2013-05-08,63.4851905506
2013-05-09,63.3500930326
2013-05-12,64.1436777534
2013-05-13,63.0940670611
2013-05-14,63.7178330734
2013-05-15,65.426523762
2013-05-16,66.8061506902
2013-05-19,69.6047914523
2013-05-20,72.68836181
2013-05-21,74.9455912103
2013-05-22,77.4707978229
2013-05-23,79.0458833732
2013-05-26,80.8110437525
2013-05-27,81.4143113625
2013-05-28,81.0941071473
2013-05-29,82.7893225038
2013-05-30,82.48909923
2013-06-02,79.7193287358
2013-06-03,78.9628770941
2013-06-04,79.0280426293
2013-06-05,79.5453652975
2013-06-06,79.9796783488
2013-06-09,78.6236016494
2013-06-10,75.2357281531
2013-06-11,71.3212642466
2013-06-12,71.3810040967
2013-06-13,67.8462056927
2013-06-16,60.0640845167
2013-06-17,59.2602263181
2013-06-18,62.9221814466
2013-06-19,65.6639064658
2013-06-20,69.685170499
2013-06-23,72.7399793558
2013-06-24,74.2095803214
2013-06-25,73.836918599
2013-06-26,71.1682774323
2013-06-27,66.0903542299
2013-06-30,59.2374909335
2013-07-01,55.4268239399
2013-07-02,56.1429279339
2013-07-03,60.7075959015
2013-07-04,64.5285893486
2013-07-07,67.7623475168
2013-07-08,71.9423269684
2013-07-09,74.9018285613
2013-07-10,78.9023286492
2013-07-11,79.7463915506
2013-07-14,79.9177783744
2013-07-15,73.6529841674
2013-07-16,70.3169988757
2013-07-17,64.5944465344
2013-07-18,58.2746501024
2013-07-21,55.9960621688
2013-07-22,53.4787007118
2013-07-23,48.0907753387
2013-07-24,47.3287324585
2013-07-25,49.097091442
2013-07-28,54.0820003526
2013-07-29,60.3784943638
2013-07-30,65.5385093351
2013-07-31,68.9738290108
2013-08-01,73.1010451391
2013-08-04,75.3429706231
2013-08-05,78.1328502039
2013-08-06,79.6804640799
2013-08-07,81.8155264927
2013-08-08,79.2383020461
2013-08-11,73.0874360758
2013-08-12,68.867455574
2013-08-13,70.1775760137
2013-08-14,71.1576161264
2013-08-15,72.4536190654
2013-08-18,74.5069110837
2013-08-19,78.1705013099
2013-08-20,80.3840054715
2013-08-21,83.3406722921
2013-08-22,85.3460985722
2013-08-25,80.3279576686
2013-08-26,74.549178933
2013-08-27,67.6756428508
2013-08-28,58.6219674821
2013-08-29,50.8008045459
2013-09-01,46.5588902745
2013-09-02,43.8604412711
2013-09-03,40.6277666811
2013-09-04,38.372093142
2013-09-05,35.7486117742
2013-09-08,32.3862710534
2013-09-09,28.3893771346
2013-09-10,25.0442406034
2013-09-11,21.7483537255
2013-09-12,18.8872015885
2013-09-15,17.2719691828
2013-09-16,16.6501495569
2013-09-17,15.2666318684
2013-09-18,13.6041214528
2013-09-19,13.8425477733
2013-09-22,14.5664198781
2013-09-23,14.8103764342
2013-09-24,14.7560879242
2013-09-25,16.0791956558
2013-09-26,18.6930446396
2013-09-29,20.7330009044
2013-09-30,21.9915001125
2013-10-01,21.9713129302
2013-10-02,20.37159089
2013-10-03,21.3893412797
2013-10-06,23.7932466854
2013-10-07,22.2179550117
2013-10-08,23.0672515663
2013-10-09,24.9548725106
2013-10-10,25.8125129523
2013-10-13,25.366067254
2013-10-14,25.9824130195
2013-10-15,27.6726539337
2013-10-16,29.7868534171
2013-10-17,29.8970059824
2013-10-20,26.9547609552
2013-10-21,27.6539687587
2013-10-22,31.1420645871
2013-10-23,36.9271737156
2013-10-24,45.6614053606
2013-10-28,51.8232665821
2013-10-29,54.9166398635
2013-10-30,57.1115940736
2013-10-31,56.6133123662
2013-11-01,58.5166789782
2013-11-04,63.4002448599
2013-11-05,65.3100567076
