"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2012","2,039.86","2,040.00","2,040.00","2,039.00","2.39K","0.04"
"Oct 31, 2012","2,039.07","2,038.00","2,043.50","2,037.00","5.35K","0.38"
"Oct 30, 2012","2,031.31","2,032.50","2,033.50","2,030.50","2.36K","-0.08"
"Oct 29, 2012","2,033.03","2,030.50","2,033.00","2,029.00","1.84K","0.25"
"Oct 26, 2012","2,027.92","2,027.00","2,029.00","2,027.00","2.44K","-0.00"
"Oct 25, 2012","2,027.99","2,027.50","2,029.00","2,027.00","2.29K","-0.05"
"Oct 24, 2012","2,028.95","2,029.50","2,030.50","2,027.00","2.91K","-0.05"
"Oct 23, 2012","2,029.98","2,032.00","2,034.00","2,029.00","3.74K","0.09"
"Oct 22, 2012","2,028.08","2,031.00","2,037.00","2,027.50","2.62K","-0.19"
"Oct 19, 2012","2,031.96","2,032.50","2,033.00","2,030.50","2.94K","-0.05"
"Oct 18, 2012","2,033.02","2,037.00","2,037.00","2,032.50","3.26K","-0.13"
"Oct 17, 2012","2,035.70","2,038.00","2,039.00","2,035.00","3.30K","-0.27"
"Oct 16, 2012","2,041.31","2,038.00","2,043.00","2,038.00","4.37K","0.06"
"Oct 15, 2012","2,040.12","2,046.00","2,046.00","2,037.00","4.25K","-0.19"
"Oct 11, 2012","2,043.99","2,044.00","2,046.50","2,041.50","3.27K","-0.10"
"Oct 10, 2012","2,046.04","2,040.00","2,047.50","2,038.50","4.99K","0.25"
"Oct 09, 2012","2,041.03","2,036.50","2,045.00","2,035.50","4.05K","0.20"
"Oct 08, 2012","2,037.02","2,038.50","2,041.50","2,036.50","2.77K","-0.05"
"Oct 05, 2012","2,038.06","2,027.50","2,039.00","2,024.50","5.21K","0.51"
"Oct 04, 2012","2,027.71","2,031.00","2,032.50","2,026.00","3.77K","-0.21"
"Oct 03, 2012","2,031.97","2,035.00","2,039.00","2,031.50","3.68K","-0.24"
"Oct 02, 2012","2,036.91","2,035.00","2,038.00","2,033.50","3.97K","-0.01"
"Oct 01, 2012","2,037.05","2,036.50","2,039.00","2,033.00","3.15K","-0.08"
"Sep 28, 2012","2,038.73","2,039.50","2,045.50","2,036.50","5.66K","0.33"
"Sep 27, 2012","2,031.97","2,030.50","2,033.00","2,029.50","4.64K","-0.08"
"Sep 26, 2012","2,033.55","2,034.00","2,036.50","2,032.50","6.39K","0.22"
"Sep 25, 2012","2,029.02","2,028.50","2,030.50","2,024.50","5.79K","0.11"
"Sep 24, 2012","2,026.77","2,029.50","2,035.50","2,026.00","4.76K","0.01"
"Sep 21, 2012","2,026.57","2,026.50","2,028.50","2,025.00","4.24K","0.01"
"Sep 20, 2012","2,026.36","2,032.00","2,033.50","2,025.50","4.69K","-0.04"
"Sep 19, 2012","2,027.18","2,029.50","2,031.50","2,025.50","4.88K","-0.08"
"Sep 18, 2012","2,028.90","2,038.50","2,040.00","2,025.50","6.26K","-0.27"
"Sep 17, 2012","2,034.30","2,018.00","2,038.50","2,018.00","6.43K","0.85"
"Sep 14, 2012","2,017.08","2,023.00","2,026.50","2,012.50","10.14K","-0.45"
"Sep 13, 2012","2,026.12","2,034.00","2,035.00","2,023.00","8.34K","-0.31"
"Sep 12, 2012","2,032.37","2,025.00","2,034.50","2,024.00","8.76K","0.36"
"Sep 11, 2012","2,025.08","2,027.50","2,037.50","2,022.00","8.35K","-0.37"
"Sep 10, 2012","2,032.52","2,029.50","2,033.50","2,028.00","7.07K","-0.29"
"Sep 06, 2012","2,038.42","2,044.00","2,050.00","2,036.00","6.97K","-0.44"
"Sep 05, 2012","2,047.40","2,049.00","2,052.50","2,044.00","4.90K","-0.07"
"Sep 04, 2012","2,048.89","2,039.00","2,052.50","2,037.50","5.90K","0.40"
"Sep 03, 2012","2,040.69","2,039.50","2,044.00","2,037.50","1.34K","0.21"
"Aug 31, 2012","2,036.36","2,055.50","2,057.50","2,035.50","10.27K","-0.51"
"Aug 30, 2012","2,046.77","2,052.00","2,057.50","2,045.00","6.98K","-0.27"
"Aug 29, 2012","2,052.26","2,047.00","2,056.00","2,047.00","7.57K","0.40"
"Aug 28, 2012","2,044.02","2,037.00","2,054.00","2,037.00","7.36K","0.51"
"Aug 27, 2012","2,033.60","2,027.50","2,034.50","2,026.50","3.81K","0.29"
"Aug 24, 2012","2,027.66","2,033.00","2,034.50","2,023.50","5.23K","0.00"
"Aug 23, 2012","2,027.61","2,023.00","2,030.00","2,022.00","4.28K","0.22"
"Aug 22, 2012","2,023.13","2,022.50","2,027.00","2,021.50","5.88K","0.06"
"Aug 21, 2012","2,021.94","2,015.50","2,028.00","2,011.00","7.33K","-0.11"
"Aug 20, 2012","2,024.13","2,023.00","2,028.00","2,022.00","5.17K","0.13"
"Aug 17, 2012","2,021.55","2,027.50","2,028.50","2,020.50","5.21K","-0.19"
"Aug 16, 2012","2,025.39","2,027.00","2,031.50","2,024.00","6.54K","-0.10"
"Aug 15, 2012","2,027.36","2,036.00","2,036.00","2,026.00","5.72K","-0.28"
"Aug 14, 2012","2,032.97","2,026.50","2,036.50","2,026.50","5.88K","0.16"
"Aug 13, 2012","2,029.78","2,025.00","2,037.50","2,025.00","7.01K","0.22"
"Aug 10, 2012","2,025.38","2,028.50","2,031.50","2,024.00","5.92K","-0.03"
"Aug 09, 2012","2,026.03","2,035.00","2,035.50","2,024.50","5.54K","-0.40"
"Aug 08, 2012","2,034.20","2,043.50","2,045.00","2,028.50","5.88K","-0.22"
"Aug 07, 2012","2,038.62","2,037.00","2,041.00","2,033.00","7.58K","0.11"
"Aug 06, 2012","2,036.32","2,037.50","2,042.50","2,035.00","5.55K","-0.13"
"Aug 03, 2012","2,039.06","2,053.00","2,056.00","2,033.00","7.67K","-1.06"
"Aug 02, 2012","2,060.89","2,051.00","2,065.50","2,044.50","9.47K","0.22"
"Aug 01, 2012","2,056.45","2,065.00","2,067.00","2,049.50","8.68K","-0.11"
"Jul 31, 2012","2,058.78","2,055.00","2,067.00","2,051.00","8.54K","1.17"
"Jul 30, 2012","2,035.00","2,029.00","2,040.00","2,025.50","6.40K","0.64"
"Jul 27, 2012","2,021.97","2,021.50","2,029.50","2,009.50","8.09K","-0.03"
"Jul 26, 2012","2,022.48","2,026.50","2,029.50","2,021.00","6.89K","-0.71"
"Jul 25, 2012","2,036.92","2,041.00","2,046.00","2,035.50","7.63K","-0.64"
"Jul 24, 2012","2,049.97","2,047.00","2,054.00","2,038.50","7.02K","0.25"
"Jul 23, 2012","2,044.88","2,035.50","2,049.00","2,035.50","5.84K","0.77"
"Jul 20, 2012","2,029.30","2,022.50","2,031.00","2,021.50","7.32K","0.39"
"Jul 19, 2012","2,021.36","2,020.50","2,031.00","2,018.50","7.34K","-0.44"
"Jul 18, 2012","2,030.24","2,028.50","2,034.00","2,022.00","7.03K","-0.02"
"Jul 17, 2012","2,030.56","2,040.50","2,045.00","2,028.50","7.28K","-0.49"
"Jul 16, 2012","2,040.60","2,046.00","2,049.50","2,038.50","6.64K","-0.12"
"Jul 13, 2012","2,042.97","2,040.00","2,047.50","2,035.00","6.60K","-0.28"
"Jul 12, 2012","2,048.70","2,051.50","2,059.50","2,045.50","6.73K","0.23"
"Jul 11, 2012","2,043.97","2,035.00","2,047.50","2,030.00","8.95K","-0.07"
"Jul 10, 2012","2,045.31","2,038.00","2,048.00","2,036.00","8.72K","0.07"
"Jul 06, 2012","2,043.87","2,033.00","2,051.50","2,026.00","7.10K","0.51"
"Jul 05, 2012","2,033.43","2,034.00","2,048.50","2,023.00","8.58K","-0.53"
"Jul 04, 2012","2,044.32","2,031.00","2,047.50","2,021.00","3.08K","1.21"
"Jul 03, 2012","2,019.78","1,992.50","2,035.00","1,988.50","9.80K","1.08"
"Jul 02, 2012","1,998.17","2,021.00","2,025.00","1,995.00","7.99K","-1.29"
"Jun 29, 2012","2,024.22","2,060.00","2,065.00","2,020.50","13.48K","-2.91"
"Jun 28, 2012","2,084.86","2,080.50","2,099.50","2,080.50","10.38K","-0.54"
"Jun 27, 2012","2,096.21","2,072.00","2,098.50","2,071.00","11.09K","1.05"
"Jun 26, 2012","2,074.51","2,063.50","2,079.50","2,063.00","8.19K","0.22"
"Jun 25, 2012","2,069.98","2,075.50","2,081.00","2,068.00","6.02K","0.40"
"Jun 22, 2012","2,061.64","2,057.00","2,065.50","2,051.50","6.74K","0.42"
"Jun 21, 2012","2,052.99","2,029.00","2,060.50","2,027.00","7.67K","0.93"
"Jun 20, 2012","2,034.05","2,030.00","2,042.00","2,025.50","7.30K","-0.19"
"Jun 19, 2012","2,037.88","2,055.00","2,059.00","2,033.00","6.84K","-1.35"
"Jun 18, 2012","2,065.70","2,055.00","2,073.50","2,054.50","5.45K","0.95"
"Jun 15, 2012","2,046.16","2,062.00","2,066.00","2,042.50","5.31K","-0.86"
"Jun 14, 2012","2,063.86","2,074.00","2,081.50","2,056.00","6.59K","-0.58"
"Jun 13, 2012","2,075.98","2,068.00","2,079.00","2,059.00","6.14K","0.18"
"Jun 12, 2012","2,072.28","2,066.50","2,079.00","2,058.00","7.81K","0.70"
"Jun 11, 2012","2,057.88","2,030.00","2,059.00","2,026.00","8.18K","1.11"
"Jun 08, 2012","2,035.33","2,043.50","2,052.00","2,028.00","7.52K","-0.16"
"Jun 06, 2012","2,038.51","2,020.50","2,043.00","2,020.00","7.59K","0.37"
"Jun 05, 2012","2,031.07","2,070.00","2,070.00","2,028.00","10.03K","-1.35"
"Jun 04, 2012","2,058.85","2,044.50","2,062.50","2,042.00","7.25K","0.50"
"Jun 01, 2012","2,048.55","2,042.50","2,057.00","2,036.00","9.84K","0.95"
"May 31, 2012","2,029.26","2,020.00","2,039.00","2,017.00","10.65K","0.70"
"May 30, 2012","2,015.10","2,002.50","2,018.00","2,000.00","8.23K","1.23"
"May 29, 2012","1,990.52","1,982.00","2,001.50","1,981.50","7.98K","0.57"
"May 28, 2012","1,979.29","1,979.50","1,984.50","1,972.00","2.71K","-1.00"
"May 25, 2012","1,999.36","2,028.00","2,034.00","1,992.50","10.92K","-2.19"
"May 24, 2012","2,044.03","2,032.00","2,055.00","2,030.50","13.53K","-0.20"
"May 23, 2012","2,048.16","2,095.00","2,110.00","2,046.50","15.39K","-0.81"
"May 22, 2012","2,064.80","2,047.00","2,073.00","2,042.50","17.14K","0.68"
"May 21, 2012","2,050.77","2,026.50","2,053.50","2,026.50","8.77K","0.72"
"May 18, 2012","2,036.21","2,010.50","2,063.50","1,998.50","15.74K","1.81"
"May 17, 2012","2,000.10","2,011.50","2,012.00","1,995.50","12.80K","-0.24"
"May 16, 2012","2,004.89","2,003.50","2,014.50","1,994.50","10.59K","0.05"
"May 15, 2012","2,003.92","1,998.50","2,012.00","1,989.00","10.03K","0.33"
"May 14, 2012","1,997.40","1,986.50","2,010.00","1,982.50","10.43K","1.90"
"May 11, 2012","1,960.10","1,963.50","1,973.00","1,948.00","9.66K","0.28"
"May 10, 2012","1,954.71","1,970.50","1,978.50","1,953.50","9.42K","-0.58"
"May 09, 2012","1,966.14","1,953.50","1,975.00","1,953.50","9.80K","1.04"
"May 08, 2012","1,945.81","1,935.00","1,952.50","1,930.50","8.65K","0.63"
"May 07, 2012","1,933.65","1,937.50","1,946.50","1,930.00","8.10K","0.09"
"May 04, 2012","1,931.94","1,920.00","1,939.00","1,916.50","9.05K","-0.03"
"May 03, 2012","1,932.50","1,941.00","1,947.50","1,926.00","8.11K","-0.16"
"May 02, 2012","1,935.51","1,925.00","1,942.00","1,918.50","9.79K","0.98"
"Apr 30, 2012","1,916.70","1,900.00","1,921.00","1,891.00","4.85K","1.65"
"Apr 27, 2012","1,885.61","1,885.00","1,888.00","1,882.00","6.34K","-0.06"
"Apr 26, 2012","1,886.65","1,882.00","1,891.50","1,881.50","6.79K","0.08"
"Apr 25, 2012","1,885.12","1,879.50","1,889.00","1,877.50","7.67K","0.24"
"Apr 24, 2012","1,880.64","1,879.50","1,883.50","1,876.50","9.26K","-0.28"
"Apr 23, 2012","1,885.89","1,888.50","1,894.00","1,883.00","6.98K","0.58"
"Apr 20, 2012","1,874.93","1,882.50","1,890.50","1,866.50","10.13K","-0.85"
"Apr 19, 2012","1,890.96","1,889.00","1,897.50","1,885.00","8.98K","0.39"
"Apr 18, 2012","1,883.60","1,867.50","1,888.00","1,862.00","9.90K","1.47"
"Apr 17, 2012","1,856.33","1,849.00","1,857.00","1,845.00","9.29K","0.69"
"Apr 16, 2012","1,843.67","1,847.00","1,848.00","1,838.00","6.59K","-0.00"
"Apr 13, 2012","1,843.72","1,836.00","1,847.50","1,835.00","7.59K","0.61"
"Apr 12, 2012","1,832.48","1,835.50","1,839.50","1,829.00","6.65K","-0.44"
"Apr 11, 2012","1,840.53","1,836.00","1,844.00","1,832.00","7.25K","0.12"
"Apr 10, 2012","1,838.36","1,828.00","1,845.00","1,824.00","9.68K","0.60"
"Apr 09, 2012","1,827.46","1,834.50","1,837.00","1,826.00","5.69K","-0.57"
"Apr 05, 2012","1,837.99","1,839.50","1,843.00","1,836.00","6.96K","-0.01"
"Apr 04, 2012","1,838.21","1,842.50","1,844.00","1,836.50","7.68K","-0.17"
"Apr 03, 2012","1,841.42","1,843.00","1,844.50","1,831.50","9.99K","-0.07"
"Apr 02, 2012","1,842.79","1,837.00","1,847.50","1,837.00","5.90K","0.33"
"Mar 30, 2012","1,836.82","1,830.00","1,843.00","1,830.00","9.43K","0.40"
"Mar 29, 2012","1,829.56","1,831.00","1,837.50","1,824.50","8.58K","0.13"
"Mar 28, 2012","1,827.12","1,821.50","1,829.00","1,818.00","11.00K","0.68"
"Mar 27, 2012","1,814.71","1,819.50","1,825.00","1,811.50","11.55K","-0.19"
"Mar 26, 2012","1,818.22","1,812.50","1,821.00","1,808.00","7.54K","0.01"
"Mar 23, 2012","1,818.10","1,827.50","1,828.00","1,815.50","6.51K","-0.52"
"Mar 22, 2012","1,827.61","1,835.50","1,836.00","1,825.50","7.28K","-0.01"
"Mar 21, 2012","1,827.83","1,820.00","1,834.50","1,820.00","9.42K","0.03"
"Mar 20, 2012","1,827.37","1,836.00","1,842.00","1,823.00","7.52K","0.83"
"Mar 19, 2012","1,812.40","1,810.50","1,818.00","1,809.50","7.00K","0.20"
"Mar 16, 2012","1,808.75","1,806.00","1,813.00","1,804.00","5.73K","-0.19"
"Mar 15, 2012","1,812.21","1,801.50","1,819.00","1,796.50","10.24K","-0.28"
"Mar 14, 2012","1,817.23","1,809.00","1,833.50","1,806.50","13.01K","0.24"
"Mar 13, 2012","1,812.80","1,808.00","1,836.00","1,802.50","14.58K","-0.56"
"Mar 12, 2012","1,822.98","1,810.00","1,843.00","1,810.00","13.31K","1.54"
"Mar 09, 2012","1,795.27","1,779.50","1,800.50","1,773.50","11.87K","0.79"
"Mar 08, 2012","1,781.13","1,771.00","1,791.50","1,765.50","13.09K","0.07"
"Mar 07, 2012","1,779.96","1,771.50","1,785.00","1,770.00","14.34K","0.54"
"Mar 06, 2012","1,770.38","1,759.00","1,774.00","1,756.00","13.33K","1.42"
"Mar 05, 2012","1,745.63","1,747.50","1,749.00","1,737.50","8.63K","0.46"
"Mar 02, 2012","1,737.62","1,735.50","1,742.00","1,731.00","10.97K","0.69"
"Mar 01, 2012","1,725.71","1,727.50","1,739.50","1,724.00","8.21K","-0.18"
"Feb 29, 2012","1,728.76","1,705.00","1,737.00","1,704.00","8.54K","1.53"
"Feb 28, 2012","1,702.73","1,704.50","1,706.00","1,698.00","9.60K","-0.43"
"Feb 27, 2012","1,710.12","1,716.00","1,717.00","1,705.00","10.19K","0.27"
"Feb 24, 2012","1,705.47","1,713.00","1,713.50","1,703.50","11.16K","-0.45"
"Feb 23, 2012","1,713.16","1,702.00","1,716.50","1,700.00","14.73K","0.18"
"Feb 22, 2012","1,710.05","1,717.50","1,720.00","1,707.50","9.01K","-0.45"
"Feb 17, 2012","1,717.86","1,720.00","1,721.00","1,716.00","9.59K","-0.59"
"Feb 16, 2012","1,728.02","1,740.00","1,743.00","1,724.00","13.05K","0.07"
"Feb 15, 2012","1,726.80","1,724.00","1,730.00","1,719.00","14.17K","0.15"
"Feb 14, 2012","1,724.21","1,723.00","1,727.50","1,719.00","9.31K","0.00"
"Feb 13, 2012","1,724.15","1,722.50","1,729.50","1,716.00","10.23K","-0.50"
"Feb 10, 2012","1,732.77","1,735.00","1,739.00","1,730.50","11.63K","0.31"
"Feb 09, 2012","1,727.49","1,730.00","1,734.50","1,724.00","7.59K","0.07"
"Feb 08, 2012","1,726.31","1,732.00","1,733.50","1,722.50","7.63K","-0.19"
"Feb 07, 2012","1,729.66","1,737.00","1,741.50","1,727.50","8.62K","-0.10"
"Feb 06, 2012","1,731.31","1,736.00","1,753.00","1,723.00","10.91K","0.25"
"Feb 03, 2012","1,726.93","1,731.50","1,739.50","1,725.50","9.64K","-0.35"
"Feb 02, 2012","1,733.03","1,746.00","1,750.00","1,731.00","9.88K","-0.73"
"Feb 01, 2012","1,745.70","1,751.50","1,754.50","1,742.00","8.30K","-0.94"
"Jan 31, 2012","1,762.22","1,751.00","1,767.00","1,747.50","8.79K","0.65"
"Jan 30, 2012","1,750.85","1,749.00","1,757.00","1,748.00","6.76K","0.37"
"Jan 27, 2012","1,744.40","1,746.00","1,749.50","1,740.50","9.14K","0.04"
"Jan 26, 2012","1,743.74","1,740.50","1,745.50","1,735.00","7.77K","-0.94"
"Jan 24, 2012","1,760.22","1,764.00","1,771.50","1,758.50","8.13K","0.16"
"Jan 23, 2012","1,757.45","1,757.50","1,762.50","1,753.00","7.85K","-0.35"
"Jan 20, 2012","1,763.71","1,775.00","1,778.00","1,762.00","7.13K","-0.79"
"Jan 19, 2012","1,777.83","1,773.00","1,779.50","1,764.50","11.36K","0.34"
"Jan 18, 2012","1,771.80","1,785.50","1,791.00","1,769.00","11.65K","-0.74"
"Jan 17, 2012","1,785.08","1,779.00","1,789.50","1,775.00","10.45K","-0.28"
"Jan 16, 2012","1,790.10","1,791.00","1,797.00","1,789.00","3.10K","-0.46"
"Jan 13, 2012","1,798.43","1,790.00","1,816.00","1,779.50","10.84K","0.32"
"Jan 12, 2012","1,792.66","1,801.00","1,806.00","1,784.00","12.78K","-1.13"
"Jan 11, 2012","1,813.22","1,809.00","1,823.00","1,809.00","9.32K","0.03"
"Jan 10, 2012","1,812.62","1,837.50","1,837.50","1,805.50","11.30K","-2.14"
"Jan 09, 2012","1,852.18","1,863.50","1,867.00","1,848.00","6.57K","-0.65"
"Jan 06, 2012","1,864.34","1,854.00","1,867.50","1,848.50","6.72K","0.64"
"Jan 05, 2012","1,852.50","1,855.00","1,859.50","1,842.50","7.46K","1.01"
"Jan 04, 2012","1,834.04","1,847.00","1,848.50","1,832.50","8.28K","-0.56"
"Jan 03, 2012","1,844.37","1,869.50","1,869.50","1,842.50","7.96K","-2.10"
"Jan 02, 2012","1,884.00","1,877.00","1,887.50","1,864.50","1.09K","0.21"
"Dec 29, 2011","1,880.03","1,892.00","1,898.00","1,878.50","2.71K","0.21"
"Dec 28, 2011","1,876.00","1,858.50","1,887.00","1,858.50","6.28K","0.74"
"Dec 27, 2011","1,862.18","1,857.50","1,863.50","1,856.50","3.59K","0.03"
"Dec 26, 2011","1,861.60","1,860.00","1,864.00","1,854.50","1.29K","0.11"
"Dec 23, 2011","1,859.50","1,854.00","1,865.50","1,849.50","4.35K","0.34"
"Dec 22, 2011","1,853.20","1,858.50","1,867.00","1,853.00","7.69K","-0.30"
"Dec 21, 2011","1,858.81","1,845.00","1,866.00","1,845.00","7.90K","0.58"
"Dec 20, 2011","1,848.18","1,861.50","1,866.50","1,843.50","8.07K","-1.32"
"Dec 19, 2011","1,872.85","1,860.00","1,877.50","1,859.50","5.90K","0.46"
"Dec 16, 2011","1,864.26","1,855.50","1,870.50","1,848.50","7.93K","-0.27"
"Dec 15, 2011","1,869.22","1,876.50","1,882.50","1,861.00","7.81K","-0.74"
"Dec 14, 2011","1,883.22","1,874.50","1,893.50","1,873.00","7.89K","0.99"
"Dec 13, 2011","1,864.74","1,847.00","1,871.00","1,844.00","8.78K","0.96"
"Dec 12, 2011","1,847.01","1,827.00","1,855.00","1,824.00","9.06K","1.65"
"Dec 09, 2011","1,817.03","1,825.00","1,830.50","1,813.50","9.53K","-0.36"
"Dec 08, 2011","1,823.53","1,813.00","1,832.00","1,793.00","13.22K","1.14"
"Dec 07, 2011","1,803.02","1,805.50","1,816.50","1,801.50","9.05K","-0.17"
"Dec 06, 2011","1,806.13","1,791.00","1,811.50","1,789.50","8.90K","0.57"
"Dec 05, 2011","1,795.81","1,790.00","1,800.00","1,787.50","8.45K","-0.46"
"Dec 02, 2011","1,804.19","1,804.00","1,815.00","1,790.00","10.92K","-0.63"
"Dec 01, 2011","1,815.58","1,818.50","1,824.00","1,795.50","12.21K","-0.31"
"Nov 30, 2011","1,821.20","1,854.00","1,857.00","1,809.00","7.75K","-1.32"
"Nov 29, 2011","1,845.55","1,837.00","1,854.00","1,835.00","7.29K","-0.82"
"Nov 28, 2011","1,860.86","1,860.00","1,871.50","1,851.00","6.79K","-1.39"
"Nov 25, 2011","1,887.06","1,910.50","1,919.00","1,876.00","11.20K","-0.17"
"Nov 24, 2011","1,890.32","1,862.00","1,907.00","1,853.00","8.63K","1.77"
"Nov 23, 2011","1,857.44","1,836.00","1,878.50","1,833.00","15.77K","2.71"
"Nov 22, 2011","1,808.39","1,805.50","1,833.00","1,803.00","11.28K","-0.28"
"Nov 21, 2011","1,813.42","1,809.00","1,824.50","1,806.00","7.37K","1.31"
"Nov 18, 2011","1,789.90","1,780.50","1,793.00","1,773.00","7.17K","0.22"
"Nov 17, 2011","1,786.00","1,785.50","1,797.00","1,772.00","10.21K","0.39"
"Nov 16, 2011","1,779.11","1,781.50","1,793.00","1,775.50","9.03K","0.31"
"Nov 14, 2011","1,773.53","1,754.00","1,796.50","1,754.00","5.80K","1.12"
"Nov 11, 2011","1,753.94","1,765.00","1,769.00","1,751.00","4.51K","-1.05"
"Nov 10, 2011","1,772.49","1,782.50","1,783.50","1,763.50","8.58K","0.14"
"Nov 09, 2011","1,769.95","1,762.00","1,774.00","1,757.00","13.12K","1.06"
"Nov 08, 2011","1,751.38","1,756.00","1,762.50","1,748.50","6.29K","-0.56"
"Nov 07, 2011","1,761.17","1,770.50","1,772.00","1,754.50","4.73K","0.57"
"Nov 04, 2011","1,751.14","1,752.50","1,773.00","1,738.00","10.23K","0.22"
"Nov 03, 2011","1,747.24","1,745.00","1,758.00","1,725.00","12.84K","-0.19"
"Nov 01, 2011","1,750.61","1,751.50","1,774.50","1,740.50","14.33K","2.73"
"Oct 31, 2011","1,704.13","1,697.00","1,712.50","1,694.50","8.85K","1.49"
"Oct 28, 2011","1,679.17","1,715.00","1,715.00","1,677.50","11.52K","-1.57"
"Oct 27, 2011","1,705.87","1,735.50","1,742.00","1,703.00","11.49K","-3.22"
"Oct 26, 2011","1,762.54","1,764.00","1,774.00","1,748.00","8.93K","-0.28"
"Oct 25, 2011","1,767.51","1,749.00","1,771.00","1,740.00","11.86K","0.72"
"Oct 24, 2011","1,754.90","1,779.50","1,789.00","1,753.50","7.90K","-1.76"
"Oct 21, 2011","1,786.29","1,784.00","1,796.00","1,772.00","8.27K","-0.39"
"Oct 20, 2011","1,793.34","1,770.50","1,813.50","1,768.50","15.53K","0.91"
"Oct 19, 2011","1,777.15","1,751.00","1,783.00","1,751.00","8.00K","0.45"
"Oct 18, 2011","1,769.21","1,779.50","1,793.00","1,761.50","10.27K","0.41"
"Oct 17, 2011","1,762.05","1,748.00","1,773.50","1,747.50","9.04K","1.30"
"Oct 14, 2011","1,739.47","1,750.50","1,751.00","1,735.50","7.07K","-1.16"
"Oct 13, 2011","1,759.97","1,771.00","1,775.00","1,748.50","8.81K","-0.59"
"Oct 11, 2011","1,770.41","1,777.00","1,792.50","1,761.00","5.57K","0.33"
"Oct 10, 2011","1,764.58","1,760.00","1,776.00","1,747.50","4.90K","-1.19"
"Oct 07, 2011","1,785.75","1,789.00","1,795.50","1,760.00","9.17K","-0.73"
"Oct 06, 2011","1,798.92","1,845.50","1,850.00","1,791.00","10.21K","-2.36"
"Oct 05, 2011","1,842.36","1,869.00","1,874.00","1,837.50","8.72K","-3.27"
"Oct 04, 2011","1,904.72","1,907.00","1,915.00","1,887.00","8.77K","0.60"
"Oct 03, 2011","1,893.42","1,895.00","1,934.00","1,885.00","12.57K","-0.24"
"Sep 30, 2011","1,897.97","1,868.00","1,911.00","1,863.00","6.99K","3.91"
"Sep 29, 2011","1,826.55","1,826.55","1,826.55","1,826.55","0","0.00"
"Sep 28, 2011","1,826.55","1,826.55","1,826.55","1,826.55","0","1.45"
"Sep 27, 2011","1,800.45","1,800.45","1,800.45","1,800.45","0","-2.83"
"Sep 26, 2011","1,852.85","1,852.85","1,852.85","1,852.85","0","0.00"
"","","","","","",""
"","Highest:4,257.00","Lowest:1,677.50","Difference:2,579.50","Average:2,722.27","Change %:71.89"
